DBN,schoolyear,% of cohort,fl_percent,frl_percent,total_enrollment,grade9,grade10,grade11,grade12,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,has_junior_high,total_elem,total_kg,has_kg,has_elem,total_junior_high,only_hs,levels_not_hs
12X372,2010,85.9,0.0,73.8,317,83.0,0.0,0.0,0.0,9.5,16.7,6.3,23.7,66.2,3.8,50.5,49.5,1,0.0,0.0,0,0,234.0,0,1
19K510,2010,72.7,0.0,83.9,412,114.0,122.0,101.0,75.0,3.9,16.5,1.2,82.5,15.3,0.2,35.7,64.3,0,0.0,0.0,0,0,0.0,1,0
10X442,2009,94.5,0.0,82.1,365,116.0,103.0,82.0,64.0,5.8,7.9,0.3,29.0,66.8,2.2,39.5,60.5,0,0.0,0.0,0,0,0.0,1,0
11X544,2005,87.5,70.4,0.0,287,154.0,70.0,63.0,0.0,6.3,8.7,1.7,42.9,49.5,1.7,44.6,55.4,0,0.0,0.0,0,0,0.0,1,0
31R047,2011,96.7,0.0,29.0,532,121.0,138.0,125.0,148.0,0.2,13.9,11.5,12.0,17.9,58.5,41.5,58.5,0,0.0,0.0,0,0,0.0,1,0
30Q502,2009,82.7,0.0,78.9,982,280.0,272.0,205.0,225.0,9.9,15.5,14.6,16.2,56.9,11.2,71.3,28.7,0,0.0,0.0,0,0,0.0,1,0
10X546,2010,77.9,0.0,90.2,429,171.0,129.0,62.0,67.0,8.2,12.8,0.5,29.8,66.2,2.3,31.2,68.8,0,0.0,0.0,0,0,0.0,1,0
01M650,2011,64.6,0.0,69.8,218,5.0,89.0,59.0,65.0,3.2,6.9,0.5,45.4,49.5,4.1,39.9,60.1,0,0.0,0.0,0,0,0.0,1,0
28Q284,2009,98.6,0.0,74.5,328,81.0,0.0,0.0,0.0,0.0,7.9,18.9,69.5,9.5,0.9,51.8,48.2,1,0.0,0.0,0,0,247.0,0,1
20K445,2005,75.5,59.9,0.0,3067,1155.0,938.0,518.0,456.0,15.7,11.4,25.5,9.9,28.0,35.2,53.8,46.2,0,0.0,0.0,0,0,0.0,1,0
09X324,2009,97.4,0.0,91.6,265,79.0,0.0,0.0,0.0,9.4,14.7,4.2,32.1,63.0,0.8,51.3,48.7,1,0.0,0.0,0,0,186.0,0,1
18K563,2008,90.6,67.7,0.0,191,87.0,104.0,0.0,0.0,38.2,5.2,2.6,90.1,6.3,0.5,47.1,52.9,0,0.0,0.0,0,0,0.0,1,0
02M305,2006,77.0,59.8,0.0,170,82.0,88.0,0.0,0.0,0.6,8.2,4.1,41.8,41.8,9.4,47.1,52.9,0,0.0,0.0,0,0,0.0,1,0
10X319,2005,53.6,76.9,0.0,126,103.0,20.0,2.0,1.0,4.8,5.6,2.4,39.7,56.3,0.0,44.4,55.6,0,0.0,0.0,0,0,0.0,1,0
09X263,2006,81.0,77.1,0.0,224,114.0,110.0,0.0,0.0,11.6,11.2,0.0,29.9,63.4,0.4,30.8,69.2,0,0.0,0.0,0,0,0.0,1,0
11X253,2010,70.5,0.0,81.6,422,156.0,122.0,67.0,77.0,6.4,17.3,2.8,50.7,44.3,1.7,41.9,58.1,0,0.0,0.0,0,0,0.0,1,0
10X397,2008,33.3,60.0,0.0,85,85.0,0.0,0.0,0.0,89.4,0.0,3.5,9.4,84.7,1.2,52.9,47.1,0,0.0,0.0,0,0,0.0,1,0
08X519,2011,56.0,0.0,72.3,363,121.0,104.0,67.0,71.0,14.0,20.9,1.4,21.8,76.0,0.6,43.0,57.0,0,0.0,0.0,0,0,0.0,1,0
08X540,2010,42.1,0.0,90.5,314,87.0,98.0,66.0,63.0,11.1,25.2,4.8,31.5,62.4,0.6,51.6,48.4,0,0.0,0.0,0,0,0.0,1,0
24Q299,2008,100.0,55.72,0.0,257,201.0,0.0,56.0,0.0,0.0,0.0,24.1,19.5,22.6,21.0,35.8,64.2,0,0.0,0.0,0,0,0.0,1,0
02M625,2008,63.1,73.1,0.0,1788,821.0,546.0,225.0,196.0,9.8,16.4,2.0,36.1,59.2,2.5,49.7,50.3,0,0.0,0.0,0,0,0.0,1,0
27Q262,2008,94.3,58.0,0.0,568,92.0,106.0,75.0,67.0,0.5,9.2,5.6,58.6,26.4,8.3,45.2,54.8,1,0.0,0.0,0,0,228.0,0,1
22K495,2010,63.1,0.0,54.8,2147,700.0,612.0,390.0,445.0,18.4,13.2,10.2,65.8,15.8,8.0,52.1,47.9,0,0.0,0.0,0,0,0.0,1,0
10X141,2006,93.2,49.4,0.0,1244,165.0,187.0,114.0,94.0,5.2,12.9,11.9,12.7,47.0,27.4,51.7,48.3,1,0.0,0.0,0,0,684.0,0,1
27Q475,2005,61.1,34.4,0.0,3619,1460.0,1045.0,587.0,526.0,14.9,10.4,32.4,13.3,47.4,5.1,51.5,48.5,1,0.0,0.0,0,0,1.0,0,1
09X505,2005,76.7,77.0,0.0,598,140.0,140.0,123.0,62.0,3.7,8.7,1.7,39.6,52.5,2.2,39.0,61.0,1,0.0,0.0,0,0,133.0,0,1
03M860,2010,82.1,0.0,59.1,412,68.0,82.0,67.0,63.0,5.1,23.3,1.0,78.6,17.0,1.7,53.6,46.4,1,0.0,0.0,0,0,132.0,0,1
32K545,2008,74.8,81.3,0.0,699,174.0,179.0,162.0,184.0,11.6,9.3,1.0,11.7,84.3,0.7,49.8,50.2,0,0.0,0.0,0,0,0.0,1,0
13K575,2006,48.3,70.8,0.0,176,18.0,55.0,44.0,59.0,0.0,4.0,0.0,90.3,9.1,0.0,42.0,58.0,0,0.0,0.0,0,0,0.0,1,0
02M425,2006,70.7,50.2,0.0,683,258.0,185.0,115.0,125.0,4.0,14.9,11.4,27.5,54.2,5.9,45.7,54.3,0,0.0,0.0,0,0,0.0,1,0
02M407,2005,83.1,19.4,0.0,421,54.0,56.0,72.0,51.0,0.0,7.6,7.4,24.0,24.2,43.2,52.7,47.3,1,0.0,0.0,0,0,188.0,0,1
19K639,2010,64.5,0.0,85.4,314,105.0,107.0,102.0,0.0,15.3,19.7,0.6,32.5,65.3,1.3,59.2,40.8,0,0.0,0.0,0,0,0.0,1,0
23K645,2007,68.1,66.3,0.0,515,207.0,147.0,74.0,87.0,6.0,14.6,0.8,56.3,41.6,0.2,46.0,54.0,0,0.0,0.0,0,0,0.0,1,0
13K499,2005,74.2,82.5,0.0,695,315.0,189.0,94.0,97.0,2.9,16.1,0.9,77.7,17.0,1.7,44.0,56.0,0,0.0,0.0,0,0,0.0,1,0
16K455,2011,58.0,0.0,61.7,1631,234.0,343.0,498.0,556.0,2.5,20.5,0.5,90.0,7.8,0.7,61.7,38.3,0,0.0,0.0,0,0,0.0,1,0
10X549,2010,70.8,0.0,89.1,502,207.0,188.0,68.0,39.0,22.7,19.5,2.2,22.9,72.3,1.2,53.2,46.8,0,0.0,0.0,0,0,0.0,1,0
02M440,2007,53.0,64.2,0.0,1727,497.0,474.0,309.0,447.0,25.5,12.4,9.5,27.2,59.4,2.5,50.0,50.0,0,0.0,0.0,0,0,0.0,1,0
18K578,2007,46.9,60.0,0.0,139,65.0,58.0,10.0,6.0,2.2,5.8,0.0,89.9,8.6,1.4,44.6,55.4,0,0.0,0.0,0,0,0.0,1,0
07X427,2005,58.8,82.8,0.0,338,110.0,89.0,97.0,42.0,5.0,13.3,0.3,36.4,58.9,1.8,42.9,57.1,0,0.0,0.0,0,0,0.0,1,0
18K637,2011,84.1,0.0,54.5,274,99.0,81.0,49.0,45.0,6.9,16.8,2.2,83.9,12.0,1.5,54.7,45.3,0,0.0,0.0,0,0,0.0,1,0
14K685,2006,76.2,79.4,0.0,176,63.0,35.0,42.0,36.0,10.2,14.2,0.6,15.3,81.8,1.1,41.5,58.5,0,0.0,0.0,0,0,0.0,1,0
13K483,2010,92.3,0.0,81.0,458,134.0,118.0,123.0,83.0,1.3,12.9,1.1,82.5,15.1,0.7,34.5,65.5,0,0.0,0.0,0,0,0.0,1,0
08X293,2011,81.7,0.0,66.4,469,166.0,122.0,99.0,82.0,4.5,21.7,2.6,25.4,63.8,7.7,38.0,62.0,0,0.0,0.0,0,0,0.0,1,0
02M560,2005,68.0,42.6,0.0,714,27.0,225.0,268.0,194.0,1.7,6.3,6.6,33.6,32.8,26.2,49.6,50.4,0,0.0,0.0,0,0,0.0,1,0
18K633,2011,96.1,0.0,75.2,460,117.0,118.0,122.0,103.0,3.3,10.4,1.7,85.0,12.4,0.2,21.5,78.5,0,0.0,0.0,0,0,0.0,1,0
06M293,2009,97.5,0.0,85.0,414,89.0,67.0,0.0,0.0,11.1,17.9,1.4,6.3,90.8,1.4,41.3,58.7,1,0.0,0.0,0,0,258.0,0,1
12X550,2005,92.1,94.2,0.0,373,151.0,82.0,52.0,88.0,57.6,0.5,2.7,6.2,89.8,0.5,47.5,52.5,0,0.0,0.0,0,0,0.0,1,0
29Q492,2006,82.7,27.2,0.0,528,146.0,129.0,119.0,134.0,2.3,7.2,10.2,76.5,8.3,0.4,63.1,36.9,0,0.0,0.0,0,0,0.0,1,0
24Q610,2006,93.6,58.3,0.0,1959,688.0,407.0,426.0,438.0,2.4,4.6,22.1,7.8,52.5,11.0,86.3,13.7,0,0.0,0.0,0,0,0.0,1,0
02M399,2009,79.0,0.0,60.0,100,100.0,0.0,0.0,0.0,36.0,13.0,43.0,15.0,34.0,6.0,49.0,51.0,0,0.0,0.0,0,0,0.0,1,0
03M470,2007,49.4,67.4,0.0,2448,991.0,771.0,303.0,383.0,28.3,10.1,1.7,29.2,67.4,1.3,47.3,52.7,0,0.0,0.0,0,0,0.0,1,0
12X251,2010,70.4,0.0,84.1,370,122.0,90.0,81.0,77.0,17.6,20.3,1.4,28.9,68.4,1.4,50.3,49.7,0,0.0,0.0,0,0,0.0,1,0
08X650,2006,56.3,83.8,0.0,1808,851.0,543.0,176.0,237.0,6.6,17.0,1.4,35.1,61.6,0.6,33.4,66.6,0,1.0,0.0,0,1,0.0,0,1
14K586,2011,78.8,0.0,78.6,527,105.0,83.0,73.0,55.0,14.6,22.0,1.1,41.7,54.6,2.1,53.7,46.3,1,0.0,0.0,0,0,211.0,0,1
02M412,2007,99.3,13.6,0.0,518,146.0,134.0,134.0,104.0,1.0,13.1,28.0,9.8,12.9,47.7,48.8,51.2,0,0.0,0.0,0,0,0.0,1,0
04M555,2006,74.2,67.5,0.0,306,95.0,84.0,82.0,45.0,5.6,14.7,3.3,39.9,52.6,2.0,52.3,47.7,0,0.0,0.0,0,0,0.0,1,0
19K502,2010,79.8,0.0,81.7,400,167.0,117.0,49.0,67.0,5.3,17.0,1.0,76.5,20.8,1.0,80.0,20.0,0,0.0,0.0,0,0,0.0,1,0
05M685,2005,72.1,76.3,0.0,488,243.0,128.0,47.0,70.0,9.4,16.6,0.4,51.8,45.9,0.6,49.6,50.4,0,0.0,0.0,0,0,0.0,1,0
22K535,2009,97.6,0.0,32.6,1049,249.0,292.0,253.0,255.0,0.6,5.0,11.6,11.1,9.1,68.1,40.1,59.9,0,0.0,0.0,0,0,0.0,1,0
09X227,2010,64.9,0.0,88.9,360,103.0,86.0,86.0,85.0,26.7,19.2,1.1,27.8,69.2,1.1,50.6,49.4,0,0.0,0.0,0,0,0.0,1,0
17K531,2005,78.9,67.4,0.0,300,76.0,70.0,0.0,0.0,3.7,7.3,1.3,86.3,8.0,1.3,56.3,43.7,1,0.0,0.0,0,0,154.0,0,1
13K674,2010,89.2,0.0,71.8,246,135.0,111.0,0.0,0.0,4.9,13.4,8.5,62.6,24.4,4.5,80.1,19.9,0,0.0,0.0,0,0,0.0,1,0
03M485,2011,99.1,0.0,21.7,2605,663.0,706.0,677.0,559.0,0.2,1.0,19.6,12.9,16.6,49.2,26.4,73.6,0,0.0,0.0,0,0,0.0,1,0
10X213,2005,82.4,73.1,0.0,210,142.0,68.0,0.0,0.0,12.4,7.1,2.9,32.9,59.5,1.4,64.3,35.7,0,0.0,0.0,0,0,0.0,1,0
21K690,2007,80.5,49.2,0.0,819,199.0,169.0,105.0,118.0,6.0,20.9,9.0,13.3,18.2,59.2,48.5,51.5,1,0.0,0.0,0,0,228.0,0,1
28Q686,2011,94.1,0.0,47.3,663,294.0,369.0,0.0,0.0,3.6,16.0,12.1,4.8,38.6,40.4,49.6,50.4,0,0.0,0.0,0,0,0.0,1,0
30Q501,2007,97.0,18.8,0.0,613,143.0,182.0,166.0,122.0,1.0,2.4,9.3,22.2,28.2,39.8,31.3,68.7,0,0.0,0.0,0,0,0.0,1,0
23K647,2008,65.2,60.0,0.0,160,60.0,64.0,21.0,15.0,1.3,15.6,0.0,85.0,14.4,0.6,43.1,56.9,0,0.0,0.0,0,0,0.0,1,0
23K647,2011,61.8,0.0,72.1,181,32.0,65.0,37.0,47.0,1.1,8.8,0.0,86.2,13.8,0.0,48.6,51.4,0,0.0,0.0,0,0,0.0,1,0
31R440,2011,83.2,0.0,42.3,2658,916.0,688.0,655.0,399.0,5.9,16.9,7.0,12.1,27.3,53.3,52.5,47.5,0,0.0,0.0,0,0,0.0,1,0
07X600,2006,53.4,79.4,0.0,1258,410.0,550.0,224.0,74.0,7.5,19.2,2.1,32.8,63.3,0.9,86.1,13.9,0,0.0,0.0,0,0,0.0,1,0
09X517,2006,88.5,73.0,0.0,396,107.0,75.0,58.0,0.0,3.0,7.1,1.3,54.3,39.9,0.5,46.2,53.8,1,0.0,0.0,0,0,156.0,0,1
05M670,2007,86.7,65.2,0.0,576,115.0,97.0,99.0,86.0,1.6,8.9,1.0,72.7,24.7,0.9,46.5,53.5,1,0.0,0.0,0,0,179.0,0,1
05M304,2009,87.5,0.0,73.3,404,132.0,116.0,59.0,97.0,6.4,13.4,0.5,32.9,63.4,2.2,49.0,51.0,0,0.0,0.0,0,0,0.0,1,0
21K540,2007,76.4,37.6,0.0,3216,1319.0,931.0,545.0,421.0,13.0,9.4,32.4,29.5,20.8,16.1,47.7,52.3,0,0.0,0.0,0,0,0.0,1,0
30Q575,2011,95.5,0.0,52.4,704,213.0,176.0,173.0,142.0,5.7,8.0,29.1,6.8,34.7,29.4,45.0,55.0,0,0.0,0.0,0,0,0.0,1,0
15K462,2011,93.9,0.0,76.1,473,111.0,126.0,102.0,89.0,6.3,12.7,2.5,62.4,29.6,5.5,44.2,55.8,1,0.0,0.0,0,0,45.0,0,1
11X545,2005,94.0,81.8,0.0,349,116.0,90.0,84.0,59.0,10.6,11.5,1.7,35.0,59.3,1.4,74.5,25.5,0,0.0,0.0,0,0,0.0,1,0
19K659,2006,77.5,55.5,0.0,129,129.0,0.0,0.0,0.0,10.9,5.4,15.5,14.7,56.6,5.4,44.2,55.8,0,0.0,0.0,0,0,0.0,1,0
24Q600,2009,87.5,0.0,73.7,1281,430.0,386.0,308.0,157.0,5.5,13.9,10.9,8.5,70.3,9.8,61.6,38.4,0,0.0,0.0,0,0,0.0,1,0
24Q264,2007,94.0,55.9,0.0,331,132.0,111.0,88.0,0.0,8.5,7.9,16.9,10.6,55.3,16.6,45.3,54.7,0,0.0,0.0,0,0,0.0,1,0
24Q299,2010,100.0,0.0,50.0,528,135.0,156.0,180.0,57.0,0.8,0.0,29.0,18.2,23.9,28.0,37.5,62.5,0,0.0,0.0,0,0,0.0,1,0
28Q338,2011,20.4,0.0,74.5,251,86.0,73.0,58.0,34.0,2.0,6.0,2.4,61.4,17.5,10.0,45.4,54.6,0,0.0,0.0,0,0,0.0,1,0
29Q492,2011,75.6,0.0,47.9,412,101.0,96.0,107.0,108.0,5.1,10.4,6.8,79.6,11.9,0.7,60.4,39.6,0,0.0,0.0,0,0,0.0,1,0
09X241,2008,97.7,83.5,0.0,420,84.0,80.0,0.0,0.0,8.1,14.5,5.0,29.3,63.3,2.1,52.9,47.1,1,0.0,0.0,0,0,256.0,0,1
03M283,2010,58.8,0.0,62.8,393,136.0,149.0,62.0,46.0,8.1,16.8,1.5,47.3,49.4,1.5,36.6,63.4,0,0.0,0.0,0,0,0.0,1,0
26Q430,2010,90.3,0.0,57.4,4211,955.0,1096.0,1092.0,1068.0,12.8,10.8,51.6,8.3,24.1,15.8,48.9,51.1,0,0.0,0.0,0,0,0.0,1,0
12X684,2008,63.7,74.0,0.0,532,157.0,137.0,117.0,121.0,7.0,18.2,2.1,47.6,48.1,0.4,50.4,49.6,0,0.0,0.0,0,0,0.0,1,0
23K646,2008,33.6,60.0,0.0,150,56.0,47.0,47.0,0.0,4.0,13.3,0.0,82.0,16.7,0.7,42.0,58.0,0,0.0,0.0,0,0,0.0,1,0
11X253,2011,59.6,0.0,72.4,422,174.0,125.0,57.0,66.0,8.5,14.5,2.4,48.3,47.6,1.7,40.8,59.2,0,0.0,0.0,0,0,0.0,1,0
17K537,2011,85.3,0.0,60.9,385,114.0,105.0,83.0,83.0,9.1,15.8,1.0,87.3,9.1,1.0,61.6,38.4,0,0.0,0.0,0,0,0.0,1,0
03M402,2010,61.5,0.0,86.3,186,101.0,85.0,0.0,0.0,25.3,26.3,2.2,22.0,74.2,1.6,55.4,44.6,0,0.0,0.0,0,0,0.0,1,0
12X262,2007,43.2,67.4,0.0,391,146.0,129.0,64.0,52.0,5.9,13.6,1.8,48.8,47.6,0.8,24.3,75.7,0,0.0,0.0,0,0,0.0,1,0
17K547,2005,83.5,75.7,0.0,336,134.0,132.0,70.0,0.0,2.4,5.4,2.1,83.0,8.9,0.9,47.6,52.4,0,0.0,0.0,0,0,0.0,1,0
29Q496,2010,62.2,0.0,55.1,364,82.0,126.0,66.0,90.0,4.7,18.1,6.0,84.3,5.2,1.4,69.8,30.2,0,0.0,0.0,0,0,0.0,1,0
11X544,2008,76.1,79.5,0.0,463,125.0,121.0,133.0,84.0,9.9,19.2,2.2,43.8,51.2,0.6,50.5,49.5,0,0.0,0.0,0,0,0.0,1,0
01M696,2008,99.3,17.9,0.0,575,162.0,150.0,150.0,113.0,0.0,0.5,13.2,17.7,18.8,41.6,33.0,67.0,0,0.0,0.0,0,0,0.0,1,0
14K610,2010,61.7,0.0,73.0,881,329.0,261.0,184.0,107.0,5.3,24.0,1.4,67.0,29.6,1.6,95.2,4.8,0,0.0,0.0,0,0,0.0,1,0
11X455,2005,68.5,26.4,0.0,3391,1769.0,802.0,419.0,401.0,4.5,18.8,1.6,58.1,37.2,1.4,57.4,42.6,0,0.0,0.0,0,0,0.0,1,0
21K337,2011,84.1,0.0,73.8,343,83.0,103.0,79.0,78.0,89.2,0.3,42.0,14.0,21.0,22.7,58.9,41.1,0,0.0,0.0,0,0,0.0,1,0
19K504,2006,71.7,80.7,0.0,291,136.0,96.0,58.0,1.0,3.1,10.7,0.7,77.0,21.0,0.7,49.1,50.9,0,0.0,0.0,0,0,0.0,1,0
03M494,2010,72.7,0.0,83.2,585,152.0,174.0,129.0,130.0,9.4,14.2,4.6,36.1,56.9,1.9,69.1,30.9,0,0.0,0.0,0,0,0.0,1,0
13K670,2010,98.9,0.0,68.8,832,211.0,242.0,212.0,167.0,0.4,2.3,2.2,89.3,8.1,0.2,44.6,55.4,0,0.0,0.0,0,0,0.0,1,0
01M450,2008,79.3,67.7,0.0,546,89.0,86.0,80.0,74.0,4.9,26.7,6.2,26.6,59.7,6.0,52.2,47.8,1,0.0,0.0,0,0,217.0,0,1
24Q455,2009,67.7,0.0,48.2,3060,921.0,879.0,600.0,660.0,30.2,8.0,21.9,9.0,63.4,4.9,58.3,41.7,0,0.0,0.0,0,0,0.0,1,0
18K589,2007,84.9,60.0,0.0,78,78.0,0.0,0.0,0.0,2.6,12.8,0.0,85.9,9.0,0.0,51.3,48.7,0,0.0,0.0,0,0,0.0,1,0
14K685,2007,80.4,67.3,0.0,181,64.0,48.0,36.0,33.0,13.8,16.0,0.6,15.5,80.7,1.1,47.5,52.5,0,0.0,0.0,0,0,0.0,1,0
21K690,2011,89.9,0.0,49.9,876,197.0,184.0,140.0,118.0,8.4,18.7,12.8,7.2,23.1,56.5,50.1,49.9,1,0.0,0.0,0,0,237.0,0,1
10X475,2010,41.4,0.0,91.2,1142,436.0,259.0,251.0,196.0,22.2,19.3,2.0,32.1,62.2,1.9,67.3,32.7,0,0.0,0.0,0,0,0.0,1,0
12X521,2011,79.8,0.0,60.0,96,96.0,0.0,0.0,0.0,16.7,11.5,1.0,26.0,69.8,1.0,52.1,47.9,0,0.0,0.0,0,0,0.0,1,0
12X251,2005,63.4,60.0,0.0,112,112.0,0.0,0.0,0.0,20.5,14.3,0.9,28.6,66.1,0.9,50.9,49.1,0,0.0,0.0,0,0,0.0,1,0
14K488,2006,87.3,64.8,0.0,297,115.0,105.0,77.0,0.0,1.0,12.1,1.0,70.7,17.5,2.4,41.1,58.9,0,0.0,0.0,0,0,0.0,1,0
02M543,2007,76.4,69.8,0.0,418,129.0,120.0,86.0,83.0,7.2,15.8,3.8,31.6,56.5,3.3,40.2,59.8,0,0.0,0.0,0,0,0.0,1,0
19K504,2011,73.1,0.0,60.5,401,110.0,102.0,95.0,94.0,9.7,16.2,2.0,74.3,22.2,1.0,54.4,45.6,0,0.0,0.0,0,0,0.0,1,0
09X297,2006,70.6,79.1,0.0,387,136.0,101.0,90.0,60.0,11.4,11.6,0.8,37.0,59.7,1.6,47.5,52.5,0,0.0,0.0,0,0,0.0,1,0
26Q495,2009,95.3,0.0,66.0,3575,1006.0,946.0,802.0,821.0,7.5,7.5,47.9,13.2,18.9,18.6,46.7,53.3,0,0.0,0.0,0,0,0.0,1,0
15K530,2007,64.7,68.2,0.0,400,178.0,123.0,49.0,50.0,2.5,14.3,1.8,81.0,12.8,0.5,48.3,51.8,0,0.0,0.0,0,0,0.0,1,0
02M630,2008,92.0,44.0,0.0,1384,442.0,466.0,222.0,254.0,2.5,10.6,6.8,27.2,54.8,10.5,52.2,47.8,0,0.0,0.0,0,0,0.0,1,0
09X413,2011,90.8,0.0,76.9,455,94.0,93.0,67.0,33.0,5.7,8.6,5.3,36.7,57.8,0.2,42.2,57.8,1,0.0,0.0,0,0,168.0,0,1
23K514,2010,65.5,0.0,81.0,390,122.0,119.0,62.0,87.0,0.8,18.2,0.3,91.0,7.9,0.5,47.9,52.1,0,0.0,0.0,0,0,0.0,1,0
13K419,2008,82.4,54.4,0.0,956,283.0,278.0,172.0,223.0,3.8,8.4,5.5,81.1,11.6,1.3,59.2,40.8,0,0.0,0.0,0,0,0.0,1,0
11X288,2006,78.9,64.4,0.0,444,160.0,113.0,79.0,92.0,2.9,8.6,5.9,41.2,44.6,6.3,55.2,44.8,0,0.0,0.0,0,0,0.0,1,0
31R460,2006,81.3,15.9,0.0,3339,1053.0,989.0,690.0,607.0,2.1,15.9,13.8,13.2,19.7,52.4,49.5,50.5,0,0.0,0.0,0,0,0.0,1,0
31R080,2011,87.4,0.0,32.3,1308,135.0,108.0,133.0,134.0,1.6,18.5,8.1,18.8,16.9,55.9,49.2,50.8,1,436.0,76.0,1,1,286.0,0,3
25Q425,2008,74.4,65.4,0.0,3127,1419.0,710.0,507.0,490.0,23.6,10.7,24.1,24.0,46.4,4.6,50.5,49.5,1,0.0,0.0,0,0,1.0,0,1
06M462,2007,77.8,79.1,0.0,688,210.0,197.0,151.0,130.0,42.2,10.2,0.6,6.0,92.2,0.9,57.7,42.3,0,0.0,0.0,0,0,0.0,1,0
17K544,2009,78.8,0.0,72.5,476,164.0,140.0,83.0,89.0,3.8,14.9,0.6,86.1,12.6,0.0,44.5,55.5,0,0.0,0.0,0,0,0.0,1,0
09X263,2008,68.9,76.1,0.0,426,118.0,112.0,113.0,83.0,10.3,11.7,0.2,36.6,62.4,0.2,30.0,70.0,0,0.0,0.0,0,0,0.0,1,0
02M551,2008,90.2,73.5,0.0,394,113.0,105.0,93.0,83.0,12.9,13.2,1.5,32.2,61.7,2.3,58.4,41.6,0,0.0,0.0,0,0,0.0,1,0
05M285,2007,54.2,49.0,0.0,208,91.0,56.0,14.0,47.0,1.4,6.7,0.0,61.5,36.5,1.0,40.9,59.1,0,0.0,0.0,0,0,0.0,1,0
02M416,2007,100.0,27.1,0.0,484,120.0,138.0,118.0,108.0,0.0,2.3,21.1,8.5,12.4,57.0,37.2,62.8,0,0.0,0.0,0,0,0.0,1,0
13K605,2009,78.2,0.0,77.2,963,271.0,278.0,228.0,186.0,2.0,14.1,2.1,75.9,17.8,2.2,71.1,28.9,0,0.0,0.0,0,0,0.0,1,0
16K594,2009,81.6,0.0,76.0,211,79.0,83.0,49.0,0.0,1.9,12.3,1.4,81.0,17.5,0.0,39.3,60.7,0,0.0,0.0,0,0,0.0,1,0
02M489,2009,84.5,0.0,72.5,825,249.0,237.0,180.0,159.0,5.9,11.8,28.4,23.2,37.7,10.8,55.9,44.1,0,0.0,0.0,0,0,0.0,1,0
17K382,2011,77.0,0.0,57.0,565,135.0,116.0,86.0,49.0,5.0,10.8,0.2,92.0,6.7,1.1,53.8,46.2,1,0.0,0.0,0,0,179.0,0,1
18K642,2009,77.9,0.0,89.7,170,75.0,95.0,0.0,0.0,7.6,12.9,2.4,82.4,15.3,0.0,59.4,40.6,0,0.0,0.0,0,0,0.0,1,0
15K464,2006,79.8,70.2,0.0,510,129.0,94.0,80.0,54.0,6.5,12.7,8.2,36.7,43.9,8.2,48.6,51.4,1,0.0,0.0,0,0,153.0,0,1
03M494,2007,79.6,65.8,0.0,590,154.0,166.0,149.0,121.0,11.4,14.7,4.2,34.6,58.1,2.5,65.6,34.4,0,0.0,0.0,0,0,0.0,1,0
01M650,2007,74.8,64.6,0.0,214,17.0,134.0,39.0,24.0,7.5,3.3,7.9,32.7,56.5,2.8,40.7,59.3,0,0.0,0.0,0,0,0.0,1,0
32K554,2006,93.0,93.2,0.0,255,48.0,46.0,23.0,25.0,3.9,6.7,2.7,24.3,72.2,0.0,51.4,48.6,1,0.0,0.0,0,0,113.0,0,1
16K498,2011,77.9,0.0,74.5,405,123.0,107.0,87.0,88.0,4.7,20.7,1.0,72.8,24.9,0.0,51.6,48.4,0,0.0,0.0,0,0,0.0,1,0
15K656,2010,91.2,0.0,64.1,669,226.0,204.0,143.0,96.0,0.1,7.5,1.9,75.2,19.6,2.7,37.4,62.6,0,0.0,0.0,0,0,0.0,1,0
19K639,2011,62.6,0.0,76.0,397,98.0,111.0,83.0,105.0,15.4,19.4,1.5,30.7,65.0,1.3,58.4,41.6,0,0.0,0.0,0,0,0.0,1,0
09X297,2010,69.0,0.0,84.0,431,108.0,117.0,109.0,97.0,23.4,22.5,0.2,29.2,69.4,0.5,51.0,49.0,0,0.0,0.0,0,0,0.0,1,0
07X551,2010,74.7,0.0,86.9,571,87.0,88.0,79.0,77.0,10.0,19.6,1.1,33.8,64.8,0.2,41.5,58.5,1,0.0,0.0,0,0,240.0,0,1
10X660,2006,52.1,71.0,0.0,1480,738.0,438.0,124.0,180.0,11.5,18.2,1.1,34.3,61.5,1.3,36.6,63.4,0,0.0,0.0,0,0,0.0,1,0
03M505,2008,50.4,68.1,0.0,605,2.0,214.0,265.0,124.0,6.4,15.7,0.8,35.7,61.7,1.3,44.1,55.9,0,0.0,0.0,0,0,0.0,1,0
05M692,2009,98.9,0.0,14.9,424,98.0,108.0,113.0,105.0,0.0,1.7,24.5,16.0,27.6,22.9,62.3,37.7,0,0.0,0.0,0,0,0.0,1,0
30Q501,2005,100.0,17.5,0.0,569,180.0,143.0,131.0,115.0,0.7,2.3,5.8,18.1,23.6,38.7,31.3,68.7,0,0.0,0.0,0,0,0.0,1,0
08X377,2008,29.2,82.7,0.0,203,77.0,62.0,30.0,34.0,3.0,11.3,0.0,35.5,63.5,1.0,38.9,61.1,0,0.0,0.0,0,0,0.0,1,0
02M542,2010,89.1,0.0,93.8,539,178.0,159.0,112.0,90.0,77.9,1.5,0.0,0.0,99.8,0.0,50.1,49.9,0,0.0,0.0,0,0,0.0,1,0
